epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
175,2778.89,0.70851,0.35241,0.90227,0.67867,0.73368,0.72457,0.6079,0.67156,0.31666,0.90719,0.000517539,0.000517539,0.000517539
176,2794.34,0.69832,0.34937,0.89804,0.64186,0.78423,0.72095,0.60184,0.6671,0.31154,0.90621,0.000515289,0.000515289,0.000515289
177,2809.57,0.69646,0.34967,0.90002,0.7075,0.71752,0.72977,0.60995,0.68143,0.31546,0.91089,0.00051304,0.00051304,0.00051304
178,2825.41,0.70946,0.35406,0.90223,0.6715,0.74061,0.71737,0.60024,0.67494,0.31346,0.90994,0.00051079,0.00051079,0.00051079
179,2840.94,0.69038,0.34639,0.90045,0.66977,0.72859,0.72085,0.60167,0.67938,0.31425,0.91009,0.00050854,0.00050854,0.00050854
180,2856.57,0.69686,0.34849,0.89751,0.67156,0.75364,0.72625,0.60659,0.67307,0.31356,0.90853,0.00050629,0.00050629,0.00050629
181,2872.08,0.6986,0.34746,0.89672,0.68792,0.74691,0.72431,0.60878,0.67124,0.31368,0.90732,0.00050404,0.00050404,0.00050404
182,2887.57,0.69875,0.34855,0.89783,0.67992,0.72357,0.72586,0.60918,0.66831,0.31172,0.90651,0.000501791,0.000501791,0.000501791
183,2903.42,0.6989,0.34756,0.89752,0.63468,0.77507,0.72691,0.60757,0.67519,0.31233,0.90886,0.000499541,0.000499541,0.000499541
184,2919.23,0.70804,0.3521,0.90302,0.67349,0.73254,0.7172,0.60407,0.67115,0.30996,0.9079,0.000497291,0.000497291,0.000497291
185,2940.45,0.68894,0.34662,0.89764,0.67752,0.7354,0.71868,0.59869,0.67684,0.31471,0.90964,0.000495041,0.000495041,0.000495041
186,2955.95,0.70792,0.35246,0.90692,0.646,0.76989,0.72377,0.60532,0.68177,0.31559,0.91181,0.000492792,0.000492792,0.000492792
187,2971.36,0.69686,0.34753,0.8985,0.65758,0.78373,0.72403,0.60218,0.6757,0.31936,0.9096,0.000490542,0.000490542,0.000490542
188,2986.92,0.70443,0.34935,0.90237,0.66472,0.76567,0.73198,0.6161,0.67828,0.31369,0.91053,0.000488292,0.000488292,0.000488292
189,3003.22,0.68992,0.34423,0.89298,0.63016,0.80242,0.72327,0.60296,0.68791,0.31317,0.91269,0.000486042,0.000486042,0.000486042
190,3018.88,0.6981,0.34795,0.89862,0.69149,0.7363,0.73511,0.61255,0.67347,0.31184,0.90828,0.000483793,0.000483793,0.000483793
191,3034.25,0.69289,0.34449,0.90027,0.72106,0.71613,0.72552,0.60915,0.68408,0.31163,0.91242,0.000481543,0.000481543,0.000481543
192,3050,0.69584,0.34579,0.89869,0.68663,0.7578,0.73479,0.61684,0.66924,0.30988,0.90688,0.000479293,0.000479293,0.000479293
193,3065.76,0.70085,0.34711,0.90123,0.71301,0.71363,0.73225,0.61161,0.67193,0.3138,0.9077,0.000477043,0.000477043,0.000477043
194,3081.05,0.70177,0.3481,0.90176,0.63716,0.80436,0.73047,0.61332,0.67792,0.3141,0.9092,0.000474793,0.000474793,0.000474793
195,3096.35,0.69104,0.34311,0.8977,0.65903,0.77446,0.73137,0.61467,0.67662,0.31168,0.9096,0.000472544,0.000472544,0.000472544
196,3111.92,0.69566,0.34557,0.89863,0.71823,0.70528,0.73394,0.61321,0.67479,0.30987,0.90825,0.000470294,0.000470294,0.000470294
197,3127.38,0.69811,0.34642,0.90474,0.66729,0.75402,0.72848,0.60795,0.6783,0.31341,0.91011,0.000468044,0.000468044,0.000468044
198,3142.75,0.688,0.34062,0.8955,0.66385,0.77915,0.72737,0.60591,0.67599,0.31097,0.90875,0.000465794,0.000465794,0.000465794
199,3158.29,0.69616,0.34545,0.89356,0.69103,0.74783,0.73459,0.61447,0.67736,0.3115,0.90982,0.000463545,0.000463545,0.000463545
200,3174.22,0.70234,0.34621,0.90116,0.6496,0.76254,0.72576,0.60732,0.67328,0.3102,0.90887,0.000461295,0.000461295,0.000461295
201,3189.94,0.69459,0.34411,0.89675,0.64717,0.78133,0.73433,0.61605,0.67072,0.31117,0.90804,0.000459045,0.000459045,0.000459045
202,3205.42,0.69304,0.34181,0.89986,0.69097,0.71904,0.73528,0.61402,0.6737,0.30982,0.90877,0.000456795,0.000456795,0.000456795
203,3221.38,0.68688,0.34254,0.89203,0.70092,0.71914,0.73903,0.6207,0.67241,0.30734,0.90823,0.000454545,0.000454545,0.000454545
204,3236.48,0.68974,0.33996,0.89962,0.69823,0.74225,0.73287,0.61509,0.67103,0.30877,0.908,0.000452296,0.000452296,0.000452296
205,3251.69,0.69665,0.34497,0.89961,0.69465,0.74101,0.74038,0.62007,0.67056,0.31187,0.90781,0.000450046,0.000450046,0.000450046
206,3266.6,0.69711,0.34335,0.90457,0.69731,0.7267,0.7318,0.61497,0.67326,0.30921,0.90838,0.000447796,0.000447796,0.000447796
207,3281.62,0.6965,0.34306,0.89885,0.71412,0.74739,0.74228,0.6228,0.67314,0.30841,0.90892,0.000445546,0.000445546,0.000445546
208,3296.52,0.69776,0.34419,0.89827,0.64243,0.75889,0.72808,0.61021,0.67286,0.31129,0.90867,0.000443297,0.000443297,0.000443297
209,3311.47,0.69035,0.34339,0.89704,0.70344,0.74766,0.72617,0.60791,0.67495,0.31046,0.9085,0.000441047,0.000441047,0.000441047
210,3326.59,0.68892,0.34133,0.89656,0.68252,0.72165,0.72165,0.60412,0.67227,0.30917,0.90874,0.000438797,0.000438797,0.000438797
211,3341.52,0.68856,0.34103,0.89478,0.70496,0.70932,0.72683,0.60905,0.67527,0.30969,0.91043,0.000436547,0.000436547,0.000436547
212,3356.59,0.68799,0.3406,0.89895,0.6637,0.76199,0.72902,0.61513,0.67304,0.30991,0.90902,0.000434297,0.000434297,0.000434297
213,3371.83,0.69653,0.34576,0.89152,0.68541,0.77188,0.7383,0.62078,0.67426,0.30876,0.90892,0.000432048,0.000432048,0.000432048
214,3386.87,0.69304,0.34316,0.89956,0.69702,0.74262,0.74563,0.62377,0.67065,0.30744,0.90765,0.000429798,0.000429798,0.000429798
215,3402.09,0.68919,0.33956,0.89292,0.69511,0.74237,0.73197,0.61422,0.6717,0.30701,0.9079,0.000427548,0.000427548,0.000427548
216,3417.04,0.68751,0.33953,0.89703,0.72554,0.71753,0.74086,0.62201,0.66893,0.30685,0.90705,0.000425298,0.000425298,0.000425298
217,3432.01,0.68925,0.34192,0.8954,0.70814,0.71136,0.74098,0.62026,0.66775,0.30876,0.90694,0.000423049,0.000423049,0.000423049
218,3447.08,0.68696,0.33964,0.89271,0.71586,0.73929,0.73527,0.61665,0.66762,0.3085,0.90646,0.000420799,0.000420799,0.000420799
219,3462.13,0.68605,0.33811,0.88924,0.74567,0.72235,0.7422,0.62379,0.66729,0.30583,0.90602,0.000418549,0.000418549,0.000418549
220,3477.02,0.68379,0.34108,0.89047,0.71087,0.72744,0.7405,0.61858,0.66558,0.30644,0.90579,0.000416299,0.000416299,0.000416299
221,3491.95,0.68374,0.33558,0.89685,0.69401,0.75466,0.73908,0.62075,0.67306,0.3085,0.90802,0.000414049,0.000414049,0.000414049
222,3506.92,0.68957,0.34131,0.89086,0.71075,0.74296,0.74367,0.62531,0.66909,0.30679,0.90746,0.0004118,0.0004118,0.0004118
223,3521.92,0.69021,0.33918,0.89942,0.68742,0.75995,0.74087,0.62147,0.66875,0.30853,0.90683,0.00040955,0.00040955,0.00040955
224,3536.99,0.68782,0.33925,0.90044,0.74013,0.71455,0.73795,0.61699,0.67361,0.3074,0.90861,0.0004073,0.0004073,0.0004073
225,3552.53,0.68921,0.34004,0.89507,0.7434,0.70752,0.73909,0.6186,0.6684,0.30789,0.90724,0.00040505,0.00040505,0.00040505
226,3569.72,0.68641,0.33622,0.89826,0.71353,0.75598,0.74462,0.62737,0.66516,0.30529,0.9056,0.000402801,0.000402801,0.000402801
227,3587.01,0.68884,0.33806,0.89571,0.70911,0.75541,0.73848,0.62462,0.66753,0.30629,0.9067,0.000400551,0.000400551,0.000400551
228,3604.3,0.68503,0.3386,0.89314,0.71313,0.74134,0.74272,0.61895,0.67141,0.3074,0.90799,0.000398301,0.000398301,0.000398301
229,3621.57,0.68335,0.33771,0.89132,0.74374,0.71624,0.74203,0.62002,0.67442,0.30795,0.90937,0.000396051,0.000396051,0.000396051
230,3638.65,0.69047,0.34224,0.89843,0.68176,0.75122,0.74297,0.6205,0.67878,0.30723,0.91101,0.000393802,0.000393802,0.000393802
231,3655.75,0.68832,0.33984,0.89507,0.70773,0.74018,0.74633,0.62317,0.67422,0.3058,0.90957,0.000391552,0.000391552,0.000391552
232,3673.05,0.68419,0.33927,0.89061,0.6462,0.79098,0.73178,0.60982,0.67943,0.30785,0.9114,0.000389302,0.000389302,0.000389302
233,3689.99,0.68016,0.33585,0.89017,0.68861,0.74908,0.74347,0.62124,0.68358,0.30839,0.91192,0.000387052,0.000387052,0.000387052
234,3707.22,0.68471,0.33794,0.89316,0.68696,0.75275,0.73562,0.61723,0.68761,0.3111,0.91375,0.000384802,0.000384802,0.000384802
235,3724.43,0.68784,0.33774,0.89328,0.77609,0.70974,0.74212,0.6172,0.68599,0.30943,0.91277,0.000382553,0.000382553,0.000382553
236,3741.35,0.684,0.33575,0.89513,0.74991,0.72964,0.74854,0.62406,0.68278,0.30808,0.91205,0.000380303,0.000380303,0.000380303
237,3758.35,0.68389,0.33738,0.89222,0.69125,0.74946,0.73754,0.61688,0.67781,0.30612,0.91061,0.000378053,0.000378053,0.000378053
238,3775.62,0.68193,0.33546,0.8935,0.69637,0.75311,0.75034,0.62705,0.68823,0.30943,0.91412,0.000375803,0.000375803,0.000375803
239,3792.61,0.69199,0.33716,0.89771,0.73491,0.75614,0.75894,0.63525,0.6715,0.30661,0.90848,0.000373554,0.000373554,0.000373554
240,3809.67,0.67953,0.33357,0.8952,0.72675,0.75408,0.75675,0.63279,0.67659,0.30716,0.91112,0.000371304,0.000371304,0.000371304
241,3826.75,0.67697,0.33342,0.89144,0.71591,0.7619,0.74841,0.62705,0.67777,0.30748,0.91008,0.000369054,0.000369054,0.000369054
242,3843.85,0.68453,0.33436,0.89453,0.72835,0.73266,0.75095,0.6277,0.67583,0.30429,0.90946,0.000366804,0.000366804,0.000366804
243,3861.04,0.68468,0.335,0.89852,0.73053,0.728,0.7486,0.62582,0.67864,0.30688,0.9107,0.000364554,0.000364554,0.000364554
244,3878.2,0.67941,0.33388,0.89285,0.72333,0.73647,0.73986,0.61756,0.67402,0.30725,0.90942,0.000362305,0.000362305,0.000362305
245,3895.33,0.68545,0.33513,0.8948,0.71242,0.73353,0.73499,0.61929,0.6804,0.30626,0.91124,0.000360055,0.000360055,0.000360055
246,3912.92,0.68062,0.33448,0.89379,0.70841,0.7322,0.74451,0.62053,0.67492,0.30448,0.91014,0.000357805,0.000357805,0.000357805
247,3929.97,0.68361,0.3337,0.89687,0.72304,0.72268,0.74645,0.6272,0.67886,0.30502,0.91108,0.000355555,0.000355555,0.000355555
248,3947.12,0.68127,0.33398,0.89115,0.71382,0.75049,0.74442,0.62458,0.68639,0.30838,0.91426,0.000353306,0.000353306,0.000353306
249,3964.23,0.67595,0.33199,0.89088,0.7002,0.74302,0.73787,0.62035,0.68581,0.31015,0.9136,0.000351056,0.000351056,0.000351056
250,3981.38,0.67474,0.33091,0.88974,0.70614,0.72701,0.73871,0.61946,0.67575,0.30515,0.91008,0.000348806,0.000348806,0.000348806
251,3998.24,0.67739,0.33035,0.89284,0.71206,0.74394,0.74461,0.62478,0.67276,0.30343,0.90865,0.000346556,0.000346556,0.000346556
252,4015.38,0.68832,0.33502,0.89506,0.72565,0.74438,0.74515,0.62497,0.67151,0.30354,0.90828,0.000344306,0.000344306,0.000344306
253,4032.15,0.68405,0.33464,0.89235,0.70546,0.74034,0.74204,0.62549,0.67306,0.30465,0.90933,0.000342057,0.000342057,0.000342057
254,4049.16,0.68356,0.3341,0.89286,0.70786,0.72011,0.73411,0.61393,0.67418,0.30581,0.9097,0.000339807,0.000339807,0.000339807
255,4066.31,0.6871,0.33567,0.89678,0.72636,0.7121,0.7354,0.61678,0.68772,0.30918,0.9142,0.000337557,0.000337557,0.000337557
256,4083.47,0.68179,0.3343,0.89447,0.74744,0.71489,0.74474,0.6223,0.68265,0.30821,0.9127,0.000335307,0.000335307,0.000335307
257,4100.62,0.67955,0.33481,0.89286,0.71695,0.75257,0.748,0.6243,0.69534,0.30964,0.9167,0.000333058,0.000333058,0.000333058
258,4118,0.68724,0.33658,0.89215,0.73184,0.73794,0.75823,0.63574,0.68416,0.30664,0.91369,0.000330808,0.000330808,0.000330808
259,4135.23,0.6806,0.33429,0.89307,0.74638,0.73079,0.75733,0.63625,0.67874,0.30659,0.91098,0.000328558,0.000328558,0.000328558
260,4152.63,0.67242,0.33002,0.89051,0.74561,0.74744,0.75617,0.63151,0.68283,0.30499,0.91216,0.000326308,0.000326308,0.000326308
261,4169.97,0.67611,0.33164,0.88875,0.70504,0.73347,0.73745,0.61668,0.67634,0.30463,0.91005,0.000324058,0.000324058,0.000324058
262,4187.14,0.67449,0.33295,0.89265,0.7297,0.72454,0.74966,0.62923,0.68292,0.30542,0.9125,0.000321809,0.000321809,0.000321809
263,4204.68,0.67825,0.33074,0.89219,0.72775,0.73958,0.74713,0.6267,0.68214,0.30411,0.91235,0.000319559,0.000319559,0.000319559
264,4221.75,0.6776,0.33195,0.89373,0.74401,0.73238,0.7485,0.62533,0.6839,0.30507,0.91313,0.000317309,0.000317309,0.000317309
265,4238.68,0.67843,0.33258,0.89175,0.72487,0.7149,0.73672,0.61805,0.68196,0.30754,0.91248,0.000315059,0.000315059,0.000315059
266,4255.59,0.67216,0.32812,0.89229,0.7138,0.7337,0.74998,0.6276,0.6804,0.3075,0.91189,0.00031281,0.00031281,0.00031281
267,4272.44,0.67347,0.32826,0.89003,0.70605,0.7386,0.74712,0.6267,0.68337,0.30716,0.91262,0.00031056,0.00031056,0.00031056
268,4289.82,0.68283,0.33548,0.8906,0.68495,0.77746,0.74342,0.62323,0.67999,0.30778,0.91122,0.00030831,0.00030831,0.00030831
269,4307.89,0.6732,0.32852,0.88931,0.72078,0.73927,0.74307,0.62026,0.69093,0.3094,0.91554,0.00030606,0.00030606,0.00030606
270,4325.33,0.67912,0.33071,0.89258,0.74724,0.71527,0.7446,0.62507,0.68124,0.30688,0.91219,0.000303811,0.000303811,0.000303811
271,4342.35,0.68137,0.3326,0.88934,0.74938,0.69397,0.73773,0.61977,0.67991,0.30519,0.9119,0.000301561,0.000301561,0.000301561
272,4359.58,0.67074,0.32982,0.89102,0.74251,0.72889,0.74345,0.6241,0.67614,0.30528,0.91046,0.000299311,0.000299311,0.000299311
273,4376.75,0.68012,0.33184,0.89771,0.74123,0.71222,0.74067,0.62157,0.67665,0.30476,0.91009,0.000297061,0.000297061,0.000297061
274,4393.91,0.67497,0.33047,0.88989,0.71345,0.75039,0.74311,0.62174,0.67745,0.30517,0.91068,0.000294811,0.000294811,0.000294811
275,4411.15,0.67597,0.32946,0.89012,0.75539,0.68892,0.74095,0.62038,0.68158,0.3064,0.91216,0.000292562,0.000292562,0.000292562
276,4428.28,0.67209,0.32841,0.88996,0.76379,0.69042,0.74572,0.62447,0.68547,0.30745,0.91313,0.000290312,0.000290312,0.000290312
277,4445.39,0.68182,0.33351,0.89511,0.69404,0.75641,0.74975,0.62559,0.68324,0.30524,0.9126,0.000288062,0.000288062,0.000288062
278,4462.61,0.67729,0.33117,0.8902,0.72889,0.72654,0.75083,0.62763,0.68077,0.30449,0.91113,0.000285812,0.000285812,0.000285812
279,4479.82,0.67535,0.33184,0.89446,0.71906,0.71838,0.74229,0.62061,0.68778,0.30666,0.91461,0.000283563,0.000283563,0.000283563
280,4497.14,0.67789,0.33185,0.89102,0.71494,0.74647,0.74037,0.62045,0.68535,0.30812,0.91377,0.000281313,0.000281313,0.000281313
281,4514.46,0.67786,0.33026,0.88854,0.73469,0.72259,0.74293,0.61912,0.68759,0.30914,0.91509,0.000279063,0.000279063,0.000279063
282,4531.56,0.67985,0.33084,0.89566,0.71681,0.72571,0.74313,0.62145,0.68788,0.3088,0.91461,0.000276813,0.000276813,0.000276813
283,4548.47,0.67981,0.33019,0.89308,0.72352,0.74671,0.7485,0.62669,0.68833,0.30921,0.91545,0.000274563,0.000274563,0.000274563
284,4565.85,0.68,0.33135,0.89266,0.71612,0.75753,0.7411,0.61802,0.68569,0.3091,0.91412,0.000272314,0.000272314,0.000272314
285,4582.8,0.67325,0.32755,0.89504,0.71455,0.74275,0.7475,0.6245,0.68751,0.30758,0.91465,0.000270064,0.000270064,0.000270064
286,4599.96,0.67895,0.33074,0.8914,0.74392,0.71288,0.74429,0.62226,0.68968,0.30855,0.91524,0.000267814,0.000267814,0.000267814
287,4617.11,0.67279,0.32771,0.8926,0.70598,0.73104,0.74173,0.61966,0.6875,0.30746,0.91458,0.000265564,0.000265564,0.000265564
288,4634.16,0.67101,0.32771,0.88914,0.73636,0.72623,0.75116,0.62632,0.6884,0.30845,0.91556,0.000263315,0.000263315,0.000263315
289,4651.1,0.67135,0.32751,0.89191,0.70641,0.74947,0.74491,0.62218,0.68973,0.30801,0.91582,0.000261065,0.000261065,0.000261065
290,4668.3,0.67228,0.32917,0.88649,0.70839,0.73566,0.74631,0.62084,0.68934,0.30808,0.91535,0.000258815,0.000258815,0.000258815
291,4685.35,0.67765,0.32938,0.88941,0.76307,0.68703,0.74482,0.62056,0.70042,0.30973,0.91843,0.000256565,0.000256565,0.000256565
292,4702.62,0.68034,0.32941,0.89273,0.73154,0.71581,0.73862,0.61939,0.69596,0.30908,0.91682,0.000254315,0.000254315,0.000254315
293,4719.82,0.67572,0.32857,0.89075,0.72197,0.71258,0.73984,0.61789,0.68699,0.30907,0.91379,0.000252066,0.000252066,0.000252066
294,4736.87,0.67036,0.32639,0.89093,0.71672,0.72568,0.7456,0.62355,0.68857,0.30984,0.91509,0.000249816,0.000249816,0.000249816
295,4754.34,0.67384,0.3283,0.89161,0.72505,0.71488,0.73907,0.61893,0.69014,0.30812,0.91547,0.000247566,0.000247566,0.000247566
296,4771.49,0.6704,0.32818,0.89093,0.71939,0.72233,0.73855,0.61614,0.68958,0.30796,0.91534,0.000245316,0.000245316,0.000245316
297,4788.59,0.66732,0.32538,0.88434,0.7515,0.72657,0.74796,0.62424,0.68865,0.3083,0.91441,0.000243067,0.000243067,0.000243067
298,4805.7,0.67265,0.32926,0.89123,0.75773,0.71498,0.748,0.62599,0.68822,0.31005,0.91482,0.000240817,0.000240817,0.000240817
299,4822.94,0.67129,0.32667,0.89108,0.72657,0.73473,0.74697,0.62662,0.68911,0.30971,0.91452,0.000238567,0.000238567,0.000238567
300,4840,0.67416,0.32948,0.89194,0.75422,0.72365,0.74933,0.62683,0.69902,0.31102,0.91769,0.000236317,0.000236317,0.000236317
301,4858.55,0.67604,0.32866,0.88869,0.75523,0.73451,0.75071,0.62761,0.70186,0.31088,0.91912,0.000234068,0.000234068,0.000234068
302,4875.47,0.66891,0.32687,0.89046,0.74571,0.71805,0.74571,0.62097,0.69696,0.30961,0.91803,0.000231818,0.000231818,0.000231818
303,4892.43,0.67141,0.32712,0.89042,0.72742,0.73284,0.74228,0.61653,0.70006,0.30989,0.91835,0.000229568,0.000229568,0.000229568
304,4909.72,0.6711,0.32578,0.88954,0.72324,0.73594,0.74469,0.62124,0.70016,0.31283,0.91864,0.000227318,0.000227318,0.000227318
305,4926.84,0.67169,0.32735,0.88774,0.76908,0.68762,0.74713,0.62459,0.70233,0.31201,0.91885,0.000225068,0.000225068,0.000225068
306,4945.61,0.68502,0.33235,0.89337,0.74723,0.73338,0.74908,0.62681,0.69693,0.3097,0.91739,0.000222819,0.000222819,0.000222819
307,4962.89,0.67176,0.32637,0.88613,0.76233,0.70246,0.74773,0.62414,0.69444,0.30849,0.91587,0.000220569,0.000220569,0.000220569
308,4980.03,0.66918,0.32615,0.8911,0.70881,0.72855,0.73762,0.61606,0.6949,0.30873,0.91658,0.000218319,0.000218319,0.000218319
309,4997.24,0.67531,0.32887,0.88841,0.71074,0.72097,0.73796,0.6135,0.69859,0.31106,0.91778,0.000216069,0.000216069,0.000216069
310,5014.15,0.67246,0.32594,0.89114,0.73444,0.71189,0.74156,0.61664,0.69487,0.30931,0.91718,0.00021382,0.00021382,0.00021382
311,5030.89,0.67123,0.32747,0.89305,0.76284,0.70677,0.74361,0.61903,0.6942,0.3097,0.91703,0.00021157,0.00021157,0.00021157
312,5047.56,0.67257,0.32495,0.89148,0.76471,0.72162,0.75287,0.62641,0.6939,0.30755,0.91661,0.00020932,0.00020932,0.00020932
313,5064.33,0.67526,0.32862,0.88856,0.75967,0.72235,0.75203,0.62671,0.69071,0.30719,0.91503,0.00020707,0.00020707,0.00020707
314,5081.13,0.67238,0.32682,0.89187,0.77489,0.71291,0.75393,0.63034,0.69206,0.3074,0.91568,0.00020482,0.00020482,0.00020482
315,5097.87,0.67483,0.32877,0.89211,0.76555,0.69688,0.7481,0.62477,0.69015,0.30645,0.91487,0.000202571,0.000202571,0.000202571
316,5114.82,0.67067,0.32593,0.88943,0.76775,0.69321,0.74311,0.62095,0.68861,0.30631,0.91384,0.000200321,0.000200321,0.000200321
317,5131.42,0.67152,0.32638,0.88911,0.76071,0.70823,0.74273,0.61985,0.68971,0.30646,0.91432,0.000198071,0.000198071,0.000198071
318,5148.12,0.67043,0.32534,0.89142,0.74911,0.69942,0.74674,0.62354,0.69498,0.30864,0.91603,0.000195821,0.000195821,0.000195821
319,5164.79,0.66716,0.32494,0.88565,0.7226,0.71612,0.73942,0.61741,0.69538,0.30907,0.91663,0.000193572,0.000193572,0.000193572
320,5181.67,0.668,0.32463,0.89613,0.73902,0.72383,0.73932,0.61763,0.7002,0.30977,0.91855,0.000191322,0.000191322,0.000191322
321,5198.46,0.67078,0.32753,0.88753,0.70445,0.73302,0.73633,0.61333,0.69937,0.30997,0.91839,0.000189072,0.000189072,0.000189072
322,5215.3,0.66267,0.32239,0.88788,0.7282,0.73023,0.73342,0.61389,0.69834,0.31044,0.91773,0.000186822,0.000186822,0.000186822
323,5232.16,0.67135,0.32692,0.88945,0.70168,0.72841,0.73568,0.61647,0.69748,0.31068,0.91817,0.000184572,0.000184572,0.000184572
324,5248.78,0.66588,0.32336,0.89303,0.72336,0.71323,0.73674,0.61365,0.703,0.31247,0.91947,0.000182323,0.000182323,0.000182323
325,5265.7,0.66898,0.32445,0.88799,0.68522,0.74045,0.73101,0.60982,0.70479,0.31116,0.91967,0.000180073,0.000180073,0.000180073
326,5282.43,0.66429,0.32281,0.88657,0.72182,0.71214,0.73466,0.61208,0.70443,0.31051,0.91964,0.000177823,0.000177823,0.000177823
327,5299.14,0.66658,0.32233,0.88507,0.75446,0.69341,0.73966,0.61704,0.70009,0.30916,0.91825,0.000175573,0.000175573,0.000175573
328,5315.91,0.6764,0.32593,0.89234,0.73493,0.71217,0.73995,0.61575,0.6966,0.30913,0.91722,0.000173324,0.000173324,0.000173324
329,5332.41,0.66553,0.32328,0.89418,0.73221,0.7277,0.73668,0.61476,0.69845,0.31133,0.91803,0.000171074,0.000171074,0.000171074
330,5349.27,0.66369,0.32055,0.88594,0.725,0.71957,0.73774,0.61443,0.69727,0.30994,0.91705,0.000168824,0.000168824,0.000168824
331,5365.9,0.66913,0.32321,0.88949,0.73947,0.68535,0.73811,0.61384,0.69129,0.30942,0.91522,0.000166574,0.000166574,0.000166574
332,5382.62,0.66985,0.32349,0.88831,0.75286,0.70234,0.74141,0.61783,0.69472,0.30982,0.91644,0.000164324,0.000164324,0.000164324
333,5399.38,0.66716,0.32291,0.88741,0.74138,0.70831,0.74443,0.62179,0.69854,0.31137,0.91802,0.000162075,0.000162075,0.000162075
334,5416.28,0.66684,0.32308,0.88562,0.71815,0.71776,0.74242,0.61943,0.69337,0.31045,0.91605,0.000159825,0.000159825,0.000159825
335,5432.99,0.66918,0.32369,0.89167,0.77161,0.67928,0.74058,0.61841,0.6912,0.30904,0.91546,0.000157575,0.000157575,0.000157575
336,5449.66,0.66529,0.32311,0.88601,0.73115,0.7275,0.74398,0.62048,0.69858,0.31043,0.91797,0.000155325,0.000155325,0.000155325
337,5466.75,0.67242,0.32492,0.8914,0.71408,0.73544,0.74231,0.61861,0.69878,0.31177,0.91806,0.000153076,0.000153076,0.000153076
338,5483.58,0.66939,0.32503,0.88986,0.71474,0.72641,0.73643,0.61694,0.69595,0.31343,0.91725,0.000150826,0.000150826,0.000150826
339,5500.29,0.66209,0.32259,0.88315,0.7224,0.7114,0.7348,0.61569,0.70022,0.31398,0.9187,0.000148576,0.000148576,0.000148576
340,5517.44,0.67121,0.32458,0.89153,0.72986,0.6978,0.73544,0.61203,0.70236,0.31371,0.9194,0.000146326,0.000146326,0.000146326
341,5534.08,0.67063,0.3228,0.89125,0.73393,0.70183,0.74014,0.6161,0.70361,0.31298,0.91961,0.000144077,0.000144077,0.000144077
342,5550.94,0.65935,0.32056,0.88626,0.72379,0.72052,0.74379,0.61943,0.70369,0.31278,0.91938,0.000141827,0.000141827,0.000141827
343,5567.8,0.66758,0.32307,0.88684,0.74377,0.70848,0.73967,0.61868,0.70391,0.31322,0.91984,0.000139577,0.000139577,0.000139577
344,5584.45,0.66124,0.32003,0.88831,0.74747,0.7019,0.74246,0.6183,0.70758,0.31444,0.92105,0.000137327,0.000137327,0.000137327
345,5601.14,0.66274,0.32009,0.88661,0.74193,0.71605,0.74717,0.62416,0.70432,0.31307,0.92002,0.000135077,0.000135077,0.000135077
346,5617.88,0.66365,0.32149,0.8892,0.75177,0.69866,0.7439,0.6217,0.69828,0.313,0.91763,0.000132828,0.000132828,0.000132828
347,5634.93,0.66504,0.32189,0.88922,0.75838,0.68349,0.74248,0.61689,0.69971,0.3131,0.9184,0.000130578,0.000130578,0.000130578
348,5651.58,0.66333,0.32112,0.88831,0.72203,0.71103,0.74339,0.62239,0.69955,0.31267,0.91809,0.000128328,0.000128328,0.000128328
349,5668.3,0.66568,0.32025,0.88776,0.74364,0.71064,0.74487,0.61979,0.69859,0.31229,0.91804,0.000126078,0.000126078,0.000126078
350,5685.1,0.66901,0.32265,0.88952,0.73827,0.71809,0.74375,0.61632,0.69685,0.31231,0.91719,0.000123829,0.000123829,0.000123829
351,5701.85,0.6642,0.32224,0.88873,0.73793,0.72694,0.7415,0.6174,0.70114,0.31362,0.9192,0.000121579,0.000121579,0.000121579
352,5718.52,0.66465,0.32206,0.88608,0.71628,0.72501,0.74207,0.61693,0.6971,0.31231,0.91754,0.000119329,0.000119329,0.000119329
353,5735.29,0.66187,0.32052,0.88695,0.7326,0.71611,0.74217,0.61834,0.69369,0.31134,0.91606,0.000117079,0.000117079,0.000117079
354,5752.07,0.65536,0.31623,0.88723,0.72808,0.70386,0.73901,0.61553,0.69563,0.31161,0.91673,0.000114829,0.000114829,0.000114829
355,5768.96,0.66829,0.3238,0.88415,0.7289,0.70735,0.7418,0.61781,0.69639,0.31142,0.91659,0.00011258,0.00011258,0.00011258
356,5785.83,0.65773,0.31828,0.88807,0.73293,0.71531,0.74121,0.61726,0.69313,0.31066,0.9157,0.00011033,0.00011033,0.00011033
357,5802.78,0.66865,0.32347,0.88882,0.68325,0.7551,0.73985,0.61443,0.69793,0.31083,0.9171,0.00010808,0.00010808,0.00010808
358,5819.48,0.66181,0.32043,0.88805,0.7297,0.70487,0.74052,0.61693,0.70073,0.31151,0.91816,0.00010583,0.00010583,0.00010583
359,5836.04,0.65878,0.31806,0.88607,0.73802,0.69031,0.73688,0.61593,0.70286,0.31098,0.91932,0.000103581,0.000103581,0.000103581
