epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
182,7490.53,1.48822,1.1689,1.05545,0.83848,0.8456,0.85018,0.4193,1.4382,1.26385,1.09806,0.00552025,0.00552025,0.00552025
183,7531.32,1.48828,1.16533,1.05627,0.83917,0.84804,0.85204,0.42136,1.42477,1.26289,1.0943,0.0054955,0.0054955,0.0054955
184,7572.03,1.47191,1.24728,1.04951,0.83899,0.85072,0.85204,0.42184,1.42292,1.26064,1.09403,0.00547075,0.00547075,0.00547075
185,7612.94,1.49204,1.17003,1.06192,0.84012,0.85483,0.85692,0.42454,1.43158,1.25148,1.0973,0.005446,0.005446,0.005446
186,7653.7,1.48648,1.16427,1.06123,0.84101,0.85165,0.85562,0.42259,1.43444,1.25473,1.09772,0.00542125,0.00542125,0.00542125
187,7694.39,1.49382,1.16614,1.06126,0.84278,0.8532,0.85623,0.42337,1.43303,1.25447,1.09699,0.0053965,0.0053965,0.0053965
188,7735.47,1.48501,1.17536,1.06171,0.84293,0.85287,0.85574,0.42315,1.43234,1.25574,1.09705,0.00537175,0.00537175,0.00537175
189,7776.64,1.47775,1.16513,1.06187,0.84028,0.85621,0.85433,0.42239,1.43791,1.25099,1.09954,0.005347,0.005347,0.005347
190,7817.73,1.49081,1.16288,1.0584,0.83912,0.85658,0.85554,0.42245,1.43593,1.25698,1.09817,0.00532225,0.00532225,0.00532225
191,7858.89,1.48067,1.15913,1.0564,0.84203,0.85537,0.85625,0.42249,1.43995,1.25306,1.09918,0.0052975,0.0052975,0.0052975
192,7899.92,1.48668,1.169,1.06534,0.84065,0.85672,0.85797,0.4227,1.44341,1.25186,1.10027,0.00527275,0.00527275,0.00527275
193,7941.16,1.48416,1.16713,1.05624,0.83954,0.85422,0.8574,0.42313,1.44254,1.25225,1.09975,0.005248,0.005248,0.005248
194,7982.31,1.48473,1.15648,1.05615,0.84065,0.85395,0.857,0.42334,1.43598,1.25515,1.09764,0.00522325,0.00522325,0.00522325
195,8023.1,1.48578,1.17298,1.06164,0.841,0.84913,0.85471,0.42325,1.43519,1.25806,1.09634,0.0051985,0.0051985,0.0051985
196,8063.75,1.47526,1.16043,1.05954,0.84003,0.85371,0.85234,0.42241,1.43614,1.25393,1.0968,0.00517375,0.00517375,0.00517375
197,8104.68,1.48486,1.15806,1.05863,0.83991,0.85393,0.85285,0.42265,1.43473,1.25276,1.09656,0.005149,0.005149,0.005149
198,8145.3,1.47624,1.16549,1.05901,0.8381,0.85445,0.85035,0.42098,1.44271,1.25269,1.09887,0.00512425,0.00512425,0.00512425
199,8186.11,1.48048,1.1628,1.05951,0.83891,0.84592,0.84917,0.42076,1.45015,1.25225,1.09999,0.0050995,0.0050995,0.0050995
200,8226.75,1.48059,1.15625,1.05637,0.84339,0.84129,0.85083,0.42135,1.44029,1.25953,1.09677,0.00507475,0.00507475,0.00507475
201,8267.51,1.48659,1.16124,1.05652,0.84306,0.84622,0.8531,0.42191,1.43646,1.26072,1.09577,0.00505,0.00505,0.00505
202,8308.31,1.48219,1.15401,1.05829,0.83991,0.84809,0.85346,0.42235,1.43845,1.25821,1.0965,0.00502525,0.00502525,0.00502525
203,8349.39,1.47439,1.16111,1.05922,0.83936,0.85077,0.85306,0.42241,1.43439,1.26089,1.09607,0.0050005,0.0050005,0.0050005
204,8390.56,1.4786,1.1704,1.05947,0.84461,0.84504,0.85354,0.42315,1.43075,1.26389,1.09501,0.00497575,0.00497575,0.00497575
205,8431.75,1.4735,1.15735,1.05788,0.84552,0.84269,0.85348,0.42308,1.42957,1.26498,1.09462,0.004951,0.004951,0.004951
206,8472.85,1.4781,1.14765,1.05496,0.84263,0.84732,0.85508,0.42339,1.43199,1.25736,1.09618,0.00492625,0.00492625,0.00492625
207,8514.1,1.47568,1.15318,1.05907,0.84384,0.84929,0.85554,0.42374,1.43273,1.25555,1.09619,0.0049015,0.0049015,0.0049015
208,8555.27,1.48165,1.14548,1.05346,0.84298,0.84776,0.85475,0.42343,1.42966,1.25733,1.0948,0.00487675,0.00487675,0.00487675
209,8596.49,1.47621,1.1581,1.05285,0.84394,0.84783,0.85646,0.42392,1.43293,1.25446,1.09603,0.004852,0.004852,0.004852
210,8637.64,1.48415,1.15992,1.06547,0.8457,0.84648,0.85563,0.42371,1.43376,1.25126,1.09687,0.00482725,0.00482725,0.00482725
211,8678.87,1.47637,1.1531,1.05535,0.84385,0.84855,0.85512,0.42365,1.43625,1.24876,1.09765,0.0048025,0.0048025,0.0048025
212,8720.1,1.47588,1.13873,1.05402,0.84431,0.8527,0.85671,0.42433,1.44276,1.24077,1.10027,0.00477775,0.00477775,0.00477775
213,8761.29,1.47887,1.14402,1.05598,0.84329,0.8532,0.85808,0.42481,1.4442,1.23849,1.10074,0.004753,0.004753,0.004753
214,8802.37,1.47583,1.15349,1.06207,0.84195,0.85217,0.85637,0.42402,1.44552,1.23936,1.10055,0.00472825,0.00472825,0.00472825
215,8843.55,1.48311,1.14528,1.05315,0.8441,0.85012,0.85564,0.42438,1.44508,1.24088,1.10066,0.0047035,0.0047035,0.0047035
216,8884.73,1.47448,1.15077,1.05513,0.84251,0.8507,0.85482,0.42475,1.44398,1.23938,1.10039,0.00467875,0.00467875,0.00467875
217,8925.95,1.47535,1.14128,1.04929,0.84316,0.85231,0.85592,0.42513,1.44425,1.24033,1.10052,0.004654,0.004654,0.004654
218,8967.2,1.47021,1.14928,1.05214,0.84277,0.84996,0.85431,0.42422,1.44219,1.24368,1.10017,0.00462925,0.00462925,0.00462925
219,9008.47,1.47162,1.14628,1.05242,0.84241,0.85348,0.85569,0.42361,1.44405,1.24315,1.10072,0.0046045,0.0046045,0.0046045
220,9049.66,1.46878,1.14757,1.05207,0.84342,0.85407,0.85559,0.4239,1.44295,1.24256,1.10032,0.00457975,0.00457975,0.00457975
221,9090.78,1.47237,1.15084,1.05446,0.84512,0.85231,0.85524,0.42432,1.44174,1.24415,1.09987,0.004555,0.004555,0.004555
222,9132.06,1.47804,1.14935,1.05414,0.84426,0.85342,0.8552,0.42335,1.44198,1.24299,1.09979,0.00453025,0.00453025,0.00453025
223,9173.17,1.47543,1.15676,1.05962,0.84275,0.85647,0.855,0.42333,1.4431,1.24141,1.10058,0.0045055,0.0045055,0.0045055
224,9214.27,1.47233,1.15002,1.05463,0.84337,0.85121,0.85307,0.42279,1.4456,1.24247,1.10122,0.00448075,0.00448075,0.00448075
225,9255.54,1.48661,1.14634,1.06374,0.84563,0.84923,0.85302,0.42308,1.44506,1.24306,1.10041,0.004456,0.004456,0.004456
226,9296.61,1.4673,1.14816,1.05664,0.84619,0.84864,0.8536,0.42314,1.44557,1.24284,1.10043,0.00443125,0.00443125,0.00443125
227,9337.79,1.46497,1.13568,1.05179,0.84469,0.85055,0.85443,0.42363,1.44768,1.24147,1.10151,0.0044065,0.0044065,0.0044065
228,9378.73,1.4711,1.1421,1.05056,0.84509,0.84798,0.854,0.42478,1.44606,1.24036,1.1013,0.00438175,0.00438175,0.00438175
229,9419.31,1.4655,1.15381,1.05251,0.84682,0.84644,0.85514,0.42461,1.44658,1.24061,1.1015,0.004357,0.004357,0.004357
230,9460.12,1.46997,1.13197,1.05124,0.84482,0.84798,0.85486,0.42384,1.44653,1.23967,1.10176,0.00433225,0.00433225,0.00433225
231,9501,1.47088,1.13807,1.0508,0.84421,0.85092,0.85559,0.42397,1.44593,1.23893,1.10193,0.0043075,0.0043075,0.0043075
232,9541.77,1.47082,1.14375,1.05457,0.84772,0.84995,0.85556,0.42381,1.44226,1.24115,1.10051,0.00428275,0.00428275,0.00428275
233,9582.53,1.46694,1.13533,1.04933,0.84502,0.85009,0.85489,0.42494,1.43799,1.24052,1.09915,0.004258,0.004258,0.004258
234,9623.11,1.45872,1.13441,1.05098,0.84514,0.8507,0.85561,0.4244,1.43869,1.23628,1.0999,0.00423325,0.00423325,0.00423325
235,9663.84,1.45922,1.13586,1.05303,0.84359,0.8496,0.85486,0.42451,1.43848,1.23448,1.10006,0.0042085,0.0042085,0.0042085
236,9704.8,1.46883,1.13267,1.05077,0.84298,0.85046,0.85529,0.42434,1.43902,1.2325,1.10028,0.00418375,0.00418375,0.00418375
237,9745.95,1.45936,1.13001,1.04882,0.84312,0.84813,0.8552,0.42439,1.44094,1.23067,1.10103,0.004159,0.004159,0.004159
238,9787.16,1.46562,1.12667,1.05556,0.84504,0.84867,0.8556,0.42454,1.44399,1.22875,1.102,0.00413425,0.00413425,0.00413425
239,9828.37,1.46377,1.14012,1.05114,0.84454,0.84738,0.85466,0.42431,1.44752,1.22906,1.10293,0.0041095,0.0041095,0.0041095
240,9869.55,1.46033,1.13842,1.05235,0.84443,0.84916,0.85582,0.4246,1.44705,1.22937,1.10258,0.00408475,0.00408475,0.00408475
241,9910.67,1.46274,1.1342,1.05363,0.84398,0.84849,0.85475,0.42483,1.44363,1.23164,1.1015,0.00406,0.00406,0.00406
242,9951.67,1.45875,1.13322,1.05008,0.84373,0.84819,0.85489,0.4248,1.44492,1.2295,1.10227,0.00403525,0.00403525,0.00403525
243,9992.8,1.46628,1.14141,1.05371,0.8426,0.85039,0.85536,0.42487,1.44477,1.23024,1.10222,0.0040105,0.0040105,0.0040105
244,10033.9,1.4617,1.12963,1.04624,0.84098,0.8498,0.85513,0.42475,1.44681,1.2292,1.10294,0.00398575,0.00398575,0.00398575
245,10075,1.45684,1.12433,1.04785,0.84076,0.84805,0.85498,0.4247,1.448,1.22741,1.10316,0.003961,0.003961,0.003961
246,10116,1.46204,1.12203,1.05187,0.84012,0.84901,0.85505,0.42428,1.44897,1.22506,1.10348,0.00393625,0.00393625,0.00393625
247,10157.2,1.46723,1.13002,1.05031,0.84154,0.85143,0.85563,0.42409,1.44957,1.22505,1.10363,0.0039115,0.0039115,0.0039115
248,10198.3,1.45814,1.12869,1.05179,0.84125,0.85345,0.85577,0.42398,1.44841,1.22443,1.10335,0.00388675,0.00388675,0.00388675
249,10239.5,1.46101,1.12942,1.04882,0.84039,0.85267,0.85616,0.42425,1.44796,1.22521,1.10305,0.003862,0.003862,0.003862
250,10280.7,1.46384,1.13068,1.04724,0.84066,0.85205,0.85486,0.42402,1.44574,1.22645,1.10268,0.00383725,0.00383725,0.00383725
251,10321.9,1.45774,1.12976,1.04997,0.84041,0.85279,0.85469,0.42344,1.44747,1.22532,1.10317,0.0038125,0.0038125,0.0038125
252,10363,1.46459,1.11807,1.05223,0.84053,0.8528,0.85447,0.42398,1.4484,1.22404,1.10368,0.00378775,0.00378775,0.00378775
253,10404.3,1.46652,1.11448,1.052,0.83981,0.85397,0.85436,0.42401,1.44941,1.22384,1.10406,0.003763,0.003763,0.003763
254,10445.6,1.46831,1.1327,1.05549,0.84068,0.85331,0.8545,0.42433,1.44849,1.22417,1.10368,0.00373825,0.00373825,0.00373825
255,10486.9,1.45253,1.1206,1.04353,0.84168,0.85427,0.85551,0.42444,1.4503,1.22279,1.10433,0.0037135,0.0037135,0.0037135
256,10528,1.45484,1.13523,1.0544,0.84064,0.85499,0.85544,0.42448,1.4509,1.22112,1.1048,0.00368875,0.00368875,0.00368875
257,10569.1,1.45846,1.12079,1.05059,0.8407,0.85496,0.85556,0.42398,1.45213,1.22071,1.10524,0.003664,0.003664,0.003664
258,10610.2,1.44888,1.12634,1.05346,0.84094,0.85496,0.85421,0.42341,1.45363,1.21906,1.10575,0.00363925,0.00363925,0.00363925
259,10651.5,1.45682,1.11432,1.04488,0.83995,0.85547,0.85405,0.4233,1.45583,1.21904,1.1066,0.0036145,0.0036145,0.0036145
260,10692.7,1.46168,1.12869,1.0554,0.8398,0.8568,0.85442,0.42291,1.45593,1.21895,1.10664,0.00358975,0.00358975,0.00358975
261,10733.9,1.47075,1.12431,1.05378,0.83934,0.85602,0.85416,0.42323,1.45635,1.21952,1.10666,0.003565,0.003565,0.003565
262,10775,1.45438,1.12121,1.04693,0.83894,0.85503,0.8543,0.42303,1.45734,1.21961,1.10716,0.00354025,0.00354025,0.00354025
263,10816.3,1.45078,1.10629,1.04708,0.83861,0.85562,0.85383,0.42257,1.45781,1.21942,1.10739,0.0035155,0.0035155,0.0035155
264,10857.5,1.45325,1.11713,1.04724,0.84048,0.85554,0.85498,0.4227,1.45641,1.22113,1.10658,0.00349075,0.00349075,0.00349075
265,10898.6,1.45236,1.11872,1.04862,0.84041,0.85551,0.85512,0.42323,1.45714,1.22102,1.10678,0.003466,0.003466,0.003466
266,10939.8,1.44461,1.11442,1.04993,0.84067,0.85503,0.85482,0.42334,1.45725,1.22093,1.10671,0.00344125,0.00344125,0.00344125
267,10981,1.45668,1.11262,1.03959,0.84078,0.85477,0.85494,0.42291,1.45829,1.22066,1.10712,0.0034165,0.0034165,0.0034165
268,11022,1.44728,1.1234,1.05008,0.8414,0.85503,0.85501,0.42253,1.45906,1.22054,1.10738,0.00339175,0.00339175,0.00339175
269,11063.3,1.45048,1.11299,1.04425,0.84043,0.85437,0.855,0.42251,1.46107,1.21977,1.10801,0.003367,0.003367,0.003367
270,11104.6,1.44662,1.11739,1.05017,0.83875,0.85489,0.85477,0.42219,1.46305,1.21846,1.10863,0.00334225,0.00334225,0.00334225
271,11145.7,1.44632,1.11079,1.0484,0.84044,0.85455,0.8552,0.42217,1.46476,1.21803,1.10919,0.0033175,0.0033175,0.0033175
272,11186.8,1.45296,1.11981,1.04783,0.83967,0.85465,0.85536,0.42192,1.46604,1.21643,1.10962,0.00329275,0.00329275,0.00329275
273,11228.2,1.45316,1.11273,1.0495,0.84025,0.85467,0.85524,0.422,1.46768,1.21511,1.11017,0.003268,0.003268,0.003268
274,11269.4,1.45296,1.11722,1.05383,0.84058,0.85496,0.85567,0.42242,1.46912,1.21446,1.11067,0.00324325,0.00324325,0.00324325
275,11310.7,1.45278,1.10846,1.0488,0.83977,0.85467,0.85517,0.42229,1.47075,1.21337,1.11121,0.0032185,0.0032185,0.0032185
276,11352.1,1.44957,1.09998,1.04371,0.84,0.85407,0.8553,0.42239,1.47144,1.2135,1.11157,0.00319375,0.00319375,0.00319375
277,11393.3,1.44885,1.10468,1.04803,0.83925,0.85465,0.85566,0.42247,1.47208,1.21325,1.1118,0.003169,0.003169,0.003169
278,11434.4,1.44142,1.11052,1.04928,0.83961,0.85465,0.855,0.42209,1.47268,1.21323,1.11176,0.00314425,0.00314425,0.00314425
279,11475.6,1.44409,1.1068,1.04707,0.83908,0.85477,0.85517,0.42185,1.47418,1.21252,1.11236,0.0031195,0.0031195,0.0031195
280,11516.8,1.43611,1.11891,1.04712,0.83993,0.85517,0.85517,0.42187,1.47537,1.21203,1.11252,0.00309475,0.00309475,0.00309475
281,11558,1.44673,1.10391,1.04521,0.83931,0.85465,0.85481,0.42136,1.4766,1.21179,1.11325,0.00307,0.00307,0.00307
282,11599.3,1.44265,1.09556,1.04314,0.83992,0.85507,0.8552,0.42128,1.47725,1.2109,1.11345,0.00304525,0.00304525,0.00304525
283,11640.5,1.44264,1.09967,1.04286,0.83999,0.85588,0.85549,0.42141,1.47876,1.20915,1.11412,0.0030205,0.0030205,0.0030205
284,11681.7,1.43601,1.09906,1.04109,0.84005,0.85533,0.8551,0.42099,1.4803,1.20828,1.11462,0.00299575,0.00299575,0.00299575
285,11723,1.45389,1.11328,1.05387,0.83989,0.85448,0.85433,0.42082,1.48153,1.2079,1.11488,0.002971,0.002971,0.002971
286,11764.2,1.44632,1.1685,1.04547,0.84001,0.85371,0.85441,0.4205,1.48177,1.20762,1.1151,0.00294625,0.00294625,0.00294625
287,11805.6,1.45049,1.10044,1.04848,0.8397,0.8529,0.8537,0.42027,1.48181,1.20774,1.11497,0.0029215,0.0029215,0.0029215
288,11846.8,1.4442,1.09996,1.05103,0.84048,0.85496,0.85433,0.42026,1.48203,1.20706,1.11522,0.00289675,0.00289675,0.00289675
289,11887.9,1.43818,1.1021,1.04879,0.83977,0.85529,0.85458,0.41984,1.48261,1.20667,1.11537,0.002872,0.002872,0.002872
290,11929,1.43862,1.09506,1.04463,0.8389,0.85415,0.85405,0.41987,1.48313,1.20616,1.11563,0.00284725,0.00284725,0.00284725
291,11970.2,1.44379,1.09787,1.04525,0.83922,0.85467,0.85421,0.4197,1.48391,1.20526,1.11601,0.0028225,0.0028225,0.0028225
292,12011.3,1.44566,1.10168,1.05266,0.83843,0.85521,0.85404,0.41958,1.48496,1.20435,1.11639,0.00279775,0.00279775,0.00279775
293,12052.6,1.43927,1.08685,1.04299,0.83803,0.85536,0.85343,0.41954,1.48548,1.20398,1.1167,0.002773,0.002773,0.002773
294,12093.7,1.43453,1.09043,1.04299,0.83852,0.85459,0.85301,0.41948,1.48523,1.2041,1.1166,0.00274825,0.00274825,0.00274825
295,12134.8,1.43475,1.09143,1.04678,0.83912,0.85459,0.85333,0.41898,1.48605,1.20413,1.11698,0.0027235,0.0027235,0.0027235
296,12176,1.44432,1.09449,1.04534,0.83833,0.85415,0.85325,0.41868,1.48682,1.20378,1.11732,0.00269875,0.00269875,0.00269875
297,12217.2,1.42965,1.07711,1.04291,0.83848,0.85437,0.85343,0.41862,1.48712,1.20367,1.11739,0.002674,0.002674,0.002674
298,12258.3,1.43689,1.08386,1.04387,0.83822,0.85503,0.85312,0.41846,1.4876,1.203,1.11757,0.00264925,0.00264925,0.00264925
299,12298.1,1.4273,1.08782,1.04269,0.8387,0.85496,0.85282,0.41824,1.48776,1.20302,1.11771,0.0026245,0.0026245,0.0026245
300,12337.5,1.4399,1.09462,1.05181,0.83843,0.85445,0.853,0.41827,1.48835,1.20284,1.11807,0.00259975,0.00259975,0.00259975
301,12376.9,1.42705,1.07826,1.04061,0.83806,0.85437,0.85278,0.41821,1.48963,1.20199,1.11859,0.002575,0.002575,0.002575
302,12416.1,1.43126,1.09258,1.04594,0.83805,0.85356,0.85257,0.41808,1.49081,1.20194,1.11883,0.00255025,0.00255025,0.00255025
303,12455.6,1.43668,1.0823,1.04442,0.83792,0.85312,0.85234,0.4178,1.49187,1.20161,1.11914,0.0025255,0.0025255,0.0025255
304,12494.8,1.43218,1.0823,1.04625,0.83678,0.85543,0.85198,0.41757,1.49292,1.20113,1.11947,0.00250075,0.00250075,0.00250075
305,12534.2,1.43819,1.08583,1.04609,0.83659,0.85555,0.85174,0.41744,1.49389,1.20034,1.1198,0.002476,0.002476,0.002476
306,12573.4,1.43891,1.07584,1.04546,0.83659,0.85643,0.85243,0.41757,1.49551,1.19979,1.12015,0.00245125,0.00245125,0.00245125
307,12612.7,1.43795,1.08452,1.04515,0.83662,0.85634,0.85198,0.41724,1.49658,1.19946,1.1205,0.0024265,0.0024265,0.0024265
308,12651.9,1.42428,1.07256,1.04035,0.83682,0.85628,0.85211,0.41736,1.49759,1.19886,1.12087,0.00240175,0.00240175,0.00240175
309,12691.1,1.4323,1.07816,1.04217,0.83721,0.85588,0.85249,0.41732,1.49863,1.19769,1.12133,0.002377,0.002377,0.002377
310,12730.4,1.42735,1.08461,1.04425,0.83679,0.85627,0.85241,0.417,1.49984,1.19702,1.12179,0.00235225,0.00235225,0.00235225
311,12769.5,1.42646,1.06811,1.04059,0.83646,0.85649,0.8522,0.41688,1.50126,1.19598,1.12238,0.0023275,0.0023275,0.0023275
312,12808.9,1.43976,1.07047,1.03961,0.83708,0.85687,0.85269,0.41691,1.50287,1.19487,1.12301,0.00230275,0.00230275,0.00230275
313,12848.3,1.41532,1.06372,1.04103,0.83762,0.85656,0.85263,0.41673,1.50447,1.19417,1.12362,0.002278,0.002278,0.002278
314,12887.4,1.43376,1.07521,1.04275,0.8376,0.85716,0.8525,0.41658,1.50576,1.19361,1.12406,0.00225325,0.00225325,0.00225325
315,12926.6,1.4288,1.07424,1.04131,0.83691,0.85658,0.85266,0.4164,1.50707,1.19321,1.12457,0.0022285,0.0022285,0.0022285
316,12965.8,1.42437,1.0659,1.04331,0.83603,0.85672,0.85211,0.41615,1.50832,1.1924,1.12513,0.00220375,0.00220375,0.00220375
317,13005.1,1.42437,1.06697,1.04005,0.83642,0.85693,0.85251,0.41617,1.50942,1.1917,1.12554,0.002179,0.002179,0.002179
